,result,A,2,3,4,5,6,7,8,9,10,J,Q,K
5722,1,3,3,3,2,4,4,4,3,4,2,4,2,4
5723,0,3,4,3,3,4,4,4,4,4,4,4,3,4
5724,0,1,0,1,1,0,0,0,0,0,1,0,1,0
5725,0,1,0,1,1,0,0,1,0,1,1,0,2,1
5726,1,1,1,2,2,1,1,1,2,1,1,0,2,1
5728,0,2,2,2,3,2,2,3,2,1,1,2,3,2
5729,0,2,2,2,3,2,3,3,2,2,3,2,3,2
5730,0,3,3,2,4,3,3,3,3,2,3,2,4,2
5731,1,3,3,3,4,4,3,3,3,3,4,2,4,3
5732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5734,0,0,1,0,0,0,1,0,1,1,1,2,0,2
5735,0,1,1,1,0,1,1,0,1,1,2,2,1,2
5736,0,1,1,1,0,1,2,1,1,2,3,2,1,2
5737,1,1,1,1,0,2,3,2,1,3,4,2,1,2
5738,1,2,2,1,2,2,3,2,3,3,4,2,1,2
5739,0,3,2,1,2,2,3,3,3,3,4,4,1,2
5740,1,3,2,2,2,4,3,4,3,3,4,4,1,3
5741,1,3,2,3,3,4,3,4,4,4,4,4,2,3
5742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5743,0,0,0,0,0,0,1,0,0,1,1,0,1,0
5744,0,0,1,0,0,1,2,0,0,1,1,2,1,0
5745,1,1,1,2,0,2,2,0,1,1,1,2,1,0
5746,0,1,1,3,1,2,2,1,2,2,1,3,1,0
5747,0,1,2,3,1,4,2,1,2,2,1,3,1,2
5748,0,2,2,3,1,4,2,2,2,3,2,3,2,2
5749,0,2,2,3,2,4,2,3,3,3,2,3,2,4
5750,0,4,2,4,4,4,2,4,3,3,2,3,2,4
5751,0,4,3,4,4,4,3,4,3,3,3,4,3,4
5752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5753,0,0,2,0,0,0,0,0,1,1,1,0,1,0
5754,1,0,3,0,0,1,1,0,1,1,1,0,3,0
5755,1,0,4,1,0,1,2,0,1,2,2,0,4,0
5756,0,1,4,1,0,3,3,0,1,3,2,1,4,1
5757,1,2,4,1,1,3,3,0,2,3,4,1,4,2
5758,1,3,4,1,1,3,3,1,3,3,4,2,4,2
5759,0,3,4,2,1,3,4,1,4,3,4,3,4,3
5760,0,4,4,4,2,3,4,2,4,3,4,4,4,3
5761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5762,1,0,2,0,0,0,1,0,0,1,0,1,0,1
5763,0,0,2,1,1,2,1,0,0,2,1,1,0,2
5764,0,1,2,2,1,2,1,1,0,2,1,1,1,2
5765,1,1,2,2,1,3,1,1,0,2,3,2,1,2
5766,0,1,3,4,1,4,2,1,1,2,3,3,1,2
5767,0,2,3,4,1,4,2,1,2,3,3,3,2,2
5768,1,2,3,4,1,4,3,1,2,3,4,3,2,4
5769,0,4,4,4,4,4,3,1,2,3,4,3,2,4
5770,1,4,4,4,4,4,3,2,4,4,4,3,3,4
5771,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5772,1,0,0,1,0,1,0,0,1,1,0,0,1,0
5773,0,0,1,1,2,1,0,0,3,2,0,0,1,0
5774,0,0,1,1,2,2,1,0,3,2,1,1,2,0
5775,1,1,2,2,2,2,1,0,3,2,1,2,2,0
5776,0,2,2,2,3,2,1,0,3,2,1,2,2,2
5777,1,2,2,2,4,3,1,1,4,2,1,2,3,2
5778,0,3,2,4,4,3,2,1,4,3,1,2,3,3
5779,1,3,3,4,4,3,2,1,4,3,3,3,3,4
5780,0,4,3,4,4,4,2,2,4,3,3,3,4,4
5781,0,4,3,4,4,4,4,2,4,3,4,4,4,4
5782,1,0,1,1,0,1,0,2,0,1,0,0,0,0
5783,1,2,1,1,0,1,1,2,0,1,0,1,0,0
5784,1,2,1,1,2,3,1,2,0,2,0,2,0,0
5785,1,3,1,2,2,3,1,2,1,2,1,2,1,1
5786,0,3,2,3,3,3,1,2,2,2,1,3,1,2
5787,0,3,2,3,3,3,2,4,2,2,1,3,2,3
5788,0,3,4,3,4,4,3,4,2,4,2,3,2,3
5789,0,4,4,3,4,4,4,4,3,4,2,3,4,3
5790,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,0,0,1,1,1,0,0,0,1,1,0,1,0,0
5792,1,0,1,1,1,0,1,0,2,1,0,1,0,2
5793,1,1,3,1,2,0,1,0,2,2,0,2,1,2
5794,0,1,3,1,2,1,2,1,3,2,0,2,2,3
5795,0,1,3,3,3,2,3,2,3,2,1,2,2,3
5796,0,2,3,3,4,2,3,4,3,2,1,2,3,3
5797,0,3,3,3,4,2,4,4,3,3,1,2,4,3
5798,0,4,4,3,4,2,4,4,3,4,1,2,4,4
5799,1,4,4,3,4,4,4,4,4,4,3,2,4,4
5800,0,0,0,1,0,1,0,0,0,0,1,2,0,0
5801,0,0,0,2,0,2,1,1,1,0,1,2,0,1
5802,0,1,2,2,0,3,2,1,2,0,1,2,1,1
5803,1,1,2,2,0,3,2,2,2,0,1,3,2,2
5804,0,2,2,3,1,3,2,3,2,1,1,3,2,3
5805,0,2,3,4,2,4,2,3,2,1,1,4,2,4
5806,0,3,3,4,3,4,3,3,2,1,2,4,2,4
5808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5809,1,0,0,0,1,0,0,0,1,1,0,0,1,1
5810,0,1,0,1,1,1,0,1,1,2,0,0,2,1
5811,0,2,1,2,1,1,1,1,1,3,0,1,2,1
5812,1,2,1,2,1,1,2,1,2,4,2,1,2,1
5813,0,3,2,2,1,1,2,3,2,4,2,1,2,2
5815,1,4,2,2,3,3,3,4,4,4,2,2,3,2
5816,1,4,2,3,3,3,4,4,4,4,4,3,3,2
5817,0,4,3,3,3,4,4,4,4,4,4,4,4,3
5819,0,0,1,3,1,0,1,1,2,0,0,0,0,2
5820,1,1,1,4,1,0,2,1,2,1,0,0,0,2
5821,0,2,1,4,2,0,2,2,2,2,0,1,1,2
5823,0,2,2,4,2,2,3,3,3,3,0,2,2,3
5824,1,3,2,4,2,2,3,3,3,3,1,3,2,4
5825,1,4,2,4,3,3,3,3,3,3,2,3,2,4
5826,0,4,4,4,3,4,3,3,4,3,3,3,3,4
5827,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5828,1,0,0,0,1,0,0,1,0,0,0,2,1,0
5829,0,1,0,0,1,0,0,1,1,0,1,2,2,0
5830,0,1,0,0,1,1,0,1,2,1,2,2,2,1
5831,1,2,2,0,1,2,0,2,2,2,2,2,2,1
5832,1,2,2,1,2,2,1,2,3,2,2,2,2,3
5833,0,2,3,2,2,2,1,2,3,4,2,3,3,3
5834,1,2,3,2,2,3,2,3,3,4,3,4,3,3
5835,0,3,3,2,2,3,3,3,4,4,4,4,3,3
5836,0,3,3,3,4,4,3,4,4,4,4,4,3,4
5837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5838,0,0,1,0,0,2,0,1,0,1,1,0,0,0
5839,1,0,1,0,0,2,0,1,0,2,2,0,1,1
5840,0,1,1,0,1,2,1,1,0,3,2,0,2,2
5841,0,1,1,0,3,2,1,1,0,3,2,2,3,2
5842,0,2,1,0,3,2,1,2,0,3,3,3,3,2
5843,0,2,2,1,4,3,1,2,1,3,3,4,3,2
5844,0,3,3,1,4,4,1,3,2,4,3,4,3,2
5845,0,4,3,2,4,4,3,4,3,4,3,4,3,2
5846,1,4,3,3,4,4,3,4,4,4,4,4,4,3
5847,1,0,1,1,0,0,1,0,0,1,0,0,1,1
5848,0,0,1,2,0,0,2,0,0,1,1,1,2,1
5849,0,1,1,2,0,0,2,0,1,1,2,2,2,1
5850,1,1,1,2,0,0,2,1,1,2,2,2,3,2
5851,0,2,1,2,0,2,2,1,1,2,3,2,3,2
5852,0,3,1,4,0,2,3,1,1,2,3,3,3,2
5853,0,3,2,4,0,2,3,1,3,2,4,4,4,3
5854,0,3,3,4,3,3,4,1,3,3,4,4,4,3
5855,0,4,4,4,3,4,4,2,4,4,4,4,4,3
5856,0,0,0,0,2,0,0,2,0,0,0,0,0,1
5857,1,0,0,0,3,0,1,3,0,0,0,0,1,2
5858,0,1,0,1,3,0,1,3,1,1,0,0,1,3
5859,0,1,0,2,3,1,1,3,2,3,0,0,1,3
5860,1,3,0,2,3,1,1,3,2,4,2,1,1,3
5861,1,4,1,3,3,3,1,3,2,4,2,1,2,3
5862,1,4,3,4,3,3,3,3,3,4,2,2,2,3
5863,0,4,4,4,3,4,3,3,4,4,2,3,3,3
5864,0,4,4,4,3,4,4,4,4,4,2,4,4,3
5865,0,0,1,0,1,0,0,0,0,0,2,0,0,1
5866,0,0,1,0,2,0,1,1,0,0,2,1,0,2
5867,0,1,1,1,2,1,1,1,1,0,2,2,0,2
5868,0,1,2,1,2,2,1,3,1,0,2,2,2,2
5869,0,2,2,1,2,3,1,3,2,0,2,3,2,3
5870,0,2,2,1,2,3,1,3,3,2,2,4,2,3
5871,1,3,2,1,2,3,2,3,3,2,4,4,3,3
5872,0,4,3,3,3,3,2,4,3,3,4,4,3,3
5873,0,4,3,3,4,4,3,4,3,4,4,4,4,3
5874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5875,0,0,0,1,2,1,0,0,1,0,0,1,0,0
5876,1,0,0,1,2,1,1,0,1,1,0,1,0,2
5877,1,1,0,2,3,1,1,1,1,1,0,1,1,2
5878,1,2,1,2,3,1,2,1,1,2,0,2,1,2
5880,0,3,2,3,3,1,3,2,2,2,2,2,3,2
5881,0,3,2,4,3,2,4,2,2,2,3,2,4,2
5882,1,3,4,4,4,2,4,3,3,2,3,2,4,3
5883,0,4,4,4,4,2,4,3,4,3,3,3,4,3
5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5885,1,0,0,1,0,1,0,2,0,1,0,0,1,0
5886,0,0,0,2,1,1,2,2,0,1,0,0,2,1
5887,1,1,1,2,2,3,2,2,0,2,1,0,2,1
5888,0,2,1,3,2,4,3,2,0,2,2,1,2,1
5889,0,2,1,3,2,4,4,2,1,2,2,1,3,2
5890,0,2,1,3,2,4,4,3,1,2,3,2,3,3
5891,0,2,2,4,3,4,4,3,1,2,3,3,4,3
5892,1,2,2,4,3,4,4,4,1,3,3,4,4,4
5893,1,3,3,4,3,4,4,4,3,3,4,4,4,4
5894,1,1,1,0,1,0,0,0,1,1,0,0,1,0
5895,0,2,2,0,1,0,0,0,1,1,1,1,1,0
5896,1,2,2,1,1,0,1,0,1,2,1,1,1,1
5897,0,3,2,1,3,1,1,1,2,2,1,2,1,1
5898,0,3,3,2,3,1,2,2,3,3,1,2,1,1
5899,1,4,3,3,3,1,2,2,3,3,2,3,1,1
5900,1,4,3,3,3,2,2,2,3,3,3,3,4,1
5901,0,4,4,3,4,4,2,4,3,3,3,3,4,2
5902,1,4,4,4,4,4,4,4,3,3,3,3,4,4
5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5904,1,1,1,0,0,0,1,1,1,0,0,0,0,0
5905,0,1,1,0,0,0,1,1,1,1,2,0,1,0
5906,1,2,1,0,0,1,1,1,1,1,2,0,2,1
5907,0,2,1,1,0,1,2,2,1,1,2,1,2,2
5908,0,2,2,3,0,1,3,3,1,3,2,1,2,2
5909,0,2,2,3,0,2,3,3,1,3,2,2,3,3
5910,1,3,3,3,0,3,4,3,2,3,3,2,4,3
5911,0,4,3,3,1,3,4,4,4,3,3,2,4,4
5912,0,4,4,3,2,3,4,4,4,4,3,4,4,4
5913,1,0,0,1,2,1,0,0,0,1,1,0,0,0
5915,1,0,0,1,2,4,1,1,1,2,2,1,1,0
5917,0,3,1,2,3,4,1,2,3,3,3,1,2,1
5918,0,3,1,2,3,4,2,2,3,4,4,2,2,1
5919,1,4,2,3,3,4,3,3,4,4,4,2,2,2
5920,0,4,2,4,3,4,4,4,4,4,4,2,2,4
5922,0,0,3,0,0,1,0,2,2,0,0,0,0,1
5923,0,0,3,1,0,2,1,2,3,1,0,1,0,1
5925,1,1,4,4,0,2,2,3,3,1,1,1,2,2
5927,1,2,4,4,3,3,4,3,4,1,2,2,2,3
5928,1,3,4,4,3,4,4,4,4,2,2,3,3,3
5929,0,4,4,4,3,4,4,4,4,3,3,4,3,3
5930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5931,1,0,0,0,1,1,0,1,0,1,0,0,1,0
5932,1,0,0,0,1,1,0,1,1,1,2,1,1,0
5933,1,1,0,0,1,1,1,1,1,1,2,2,2,0
5934,1,2,0,0,2,1,1,1,1,1,3,2,2,1
5935,1,2,2,1,4,2,3,1,1,1,4,2,2,1
5937,0,4,4,3,4,4,3,1,2,3,4,3,3,1
5938,1,4,4,3,4,4,4,1,3,3,4,4,3,2
5939,1,4,4,3,4,4,4,1,3,4,4,4,4,4
5940,0,2,0,1,0,0,0,3,2,0,0,0,0,0
5941,0,2,0,1,0,0,0,4,2,2,1,0,0,0
5942,1,2,0,1,0,0,1,4,2,3,1,1,1,0
5943,1,2,0,1,1,0,2,4,2,4,1,2,1,1
5944,1,2,0,1,2,3,2,4,2,4,2,3,1,1
5945,0,3,1,2,2,4,2,4,3,4,2,3,1,2
5946,1,3,2,2,3,4,3,4,3,4,2,3,2,3
5947,0,3,3,3,4,4,3,4,3,4,4,3,3,3
5948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5949,1,1,1,1,0,0,0,1,0,0,1,1,0,0
5950,1,1,1,1,0,0,0,1,1,1,1,2,1,0
5951,0,1,1,1,2,1,1,2,1,2,1,2,1,1
5952,0,2,2,2,3,2,1,2,2,3,1,2,1,1
5953,1,2,2,3,3,2,3,2,3,3,1,2,1,2
5954,0,2,2,3,4,2,4,2,3,4,2,2,2,2
5955,1,3,2,4,4,2,4,3,3,4,3,2,3,3
5956,0,3,2,4,4,3,4,3,3,4,4,4,4,3
5957,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5958,0,1,2,1,0,0,0,0,1,0,1,0,0,1
5959,1,2,3,1,0,1,1,0,1,1,1,0,0,2
5960,0,2,3,1,0,1,1,1,1,1,2,1,1,2
5961,0,2,3,1,0,2,3,3,1,1,3,1,1,2
5962,0,2,3,1,0,2,3,3,2,1,4,1,3,2
5963,0,2,3,3,0,2,4,3,3,1,4,2,3,3
5964,0,3,4,4,1,2,4,3,3,1,4,3,3,3
5965,0,3,4,4,1,3,4,3,3,1,4,4,4,4
5966,0,3,4,4,4,3,4,4,3,3,4,4,4,4
5967,1,1,0,0,1,1,0,0,1,1,0,0,0,0
5968,0,1,0,1,1,1,1,0,2,1,1,0,1,0
5969,0,2,0,1,1,1,2,0,2,1,1,1,1,1
5970,1,3,2,1,1,2,3,0,2,1,1,2,1,1
5971,0,3,2,1,1,3,3,1,3,1,1,3,1,2
5973,0,3,4,3,2,3,3,1,4,1,3,4,1,4
5974,0,3,4,3,4,3,3,2,4,2,4,4,1,4
5975,1,3,4,4,4,4,3,3,4,4,4,4,1,4
5976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5977,1,1,0,1,0,0,1,1,0,0,0,0,0,1
5978,0,1,0,1,0,1,2,1,1,0,0,2,0,1
5979,0,2,2,1,0,2,3,1,3,0,0,2,0,1
5980,0,2,3,1,1,3,3,3,3,0,1,2,0,1
5981,0,3,3,2,2,4,3,4,3,0,1,2,0,1
5983,1,3,3,2,3,4,4,4,3,1,2,4,3,1
5984,0,3,3,3,4,4,4,4,4,3,3,4,3,1
5985,0,4,4,4,4,4,4,4,4,3,4,4,4,1
5986,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5987,0,1,0,1,1,0,0,1,0,3,0,0,0,0
5988,1,2,0,1,3,1,0,2,0,3,0,0,0,0
5989,1,2,1,2,3,2,1,2,0,3,1,1,0,0
5990,1,2,2,4,3,2,1,2,0,3,1,1,1,2
5991,1,3,3,4,3,3,1,2,2,3,2,2,2,2
5993,1,3,4,4,4,4,3,2,4,4,3,3,2,3
5994,0,4,4,4,4,4,3,3,4,4,3,3,3,4
5995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5996,0,1,1,1,0,0,1,0,0,1,1,0,0,0
5997,1,1,1,1,0,0,1,1,1,1,2,1,0,0
5998,1,2,1,1,0,0,1,2,1,2,2,1,1,0
5999,0,3,2,2,0,0,1,2,1,2,2,1,1,1
6000,1,3,2,2,1,1,2,2,1,2,3,2,1,1
6002,1,3,3,2,2,3,3,2,2,3,3,2,3,3
6003,1,3,3,3,2,3,4,3,2,4,3,2,3,4
6004,1,3,4,3,2,4,4,3,3,4,3,3,4,4
6005,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6006,1,1,1,1,1,0,1,0,1,0,0,0,0,1
6007,0,1,4,1,1,0,1,0,1,0,1,1,1,1
6008,0,2,4,1,1,1,1,1,2,0,1,1,2,1
6009,1,3,4,2,1,1,1,2,3,1,1,1,2,1
6012,0,3,4,3,4,2,3,3,4,2,3,3,2,3
6013,0,3,4,4,4,3,3,3,4,4,3,3,3,3
6014,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6017,0,2,2,0,3,0,2,1,0,0,1,2,2,2
6018,0,2,2,1,3,1,2,2,0,1,1,2,2,3
6019,1,2,2,1,3,1,2,2,1,2,2,3,2,3
6020,1,2,2,1,3,3,3,3,2,3,2,3,2,3
6021,0,3,2,1,4,4,4,4,2,3,3,3,2,3
6022,1,3,2,1,4,4,4,4,2,4,4,4,3,3
6023,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6025,1,1,1,2,0,1,0,1,1,0,0,1,2,1
6026,0,1,1,3,0,1,0,2,1,1,0,2,2,2
6027,1,1,1,4,0,2,1,2,1,1,0,3,3,2
6028,1,1,1,4,0,2,2,3,2,1,2,3,3,2
6029,1,2,3,4,3,2,3,3,3,2,3,3,4,2
6030,0,2,3,4,4,2,3,3,4,2,4,4,4,3
6031,0,3,4,4,4,3,3,4,4,3,4,4,4,4
6032,1,1,0,1,0,1,1,0,0,1,0,0,1,0
6033,0,2,0,2,0,1,2,0,1,1,0,1,1,1
6034,1,2,1,2,0,1,2,0,1,2,1,2,1,2
6035,1,3,1,2,0,1,3,0,1,2,1,3,1,3
6036,1,3,2,2,1,1,3,1,2,2,2,3,1,4
6037,1,3,2,2,1,3,3,2,3,3,3,3,1,4
6038,0,3,3,3,3,4,4,3,3,3,3,4,1,4
6039,0,3,4,4,3,4,4,4,4,3,3,4,3,4
6040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6041,1,0,0,0,1,1,1,0,2,0,0,1,0,0
6042,0,0,0,0,1,3,1,0,3,1,0,1,1,0
6043,1,1,1,1,1,3,1,1,3,1,2,1,1,0
6044,0,1,2,1,2,3,2,2,3,1,2,2,1,1
6045,0,1,2,1,3,4,2,3,3,1,2,2,3,1
6046,1,1,3,2,3,4,3,3,3,1,4,2,3,1
6047,1,2,3,3,3,4,3,3,3,1,4,4,3,3
6048,0,2,3,4,4,4,3,4,4,2,4,4,4,3
6049,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6050,0,1,1,1,0,0,1,0,0,1,0,1,1,0
6051,0,1,1,1,0,1,1,2,1,1,0,1,2,0
6052,1,1,1,2,1,1,1,2,2,1,1,1,3,0
6053,1,2,1,2,1,1,1,2,3,2,1,1,3,1
6054,0,3,1,2,1,1,1,2,3,2,1,3,4,1
6055,0,4,2,3,1,1,2,3,3,3,1,3,4,1
6056,1,4,3,3,3,1,2,4,3,3,2,3,4,2
6057,1,4,3,3,3,2,3,4,4,4,2,3,4,3
6058,1,4,3,4,4,4,3,4,4,4,3,4,4,3
6060,1,1,1,0,0,0,2,2,0,1,1,0,1,1
6061,1,2,1,1,1,0,2,2,0,2,1,1,1,1
6062,1,2,2,1,1,0,2,3,2,2,1,2,1,1
6063,1,2,2,1,4,0,3,3,2,2,1,3,1,2
6065,1,2,3,2,4,0,3,4,4,2,3,3,4,2
6066,0,2,3,2,4,1,4,4,4,3,3,4,4,3
6067,1,2,4,4,4,4,4,4,4,3,3,4,4,4
6068,0,2,0,0,0,0,0,0,0,1,1,1,1,0
6069,1,3,0,0,0,0,1,0,0,2,2,1,1,0
6070,1,3,1,1,0,1,1,1,0,2,3,1,1,1
6071,0,3,1,1,0,1,1,2,0,2,3,2,1,3
6072,0,3,1,3,0,1,1,2,0,3,4,2,2,3
6073,1,4,2,3,2,2,2,3,0,3,4,2,2,3
6074,0,4,2,4,2,2,3,3,0,4,4,3,3,3
6075,1,4,2,4,3,3,4,3,1,4,4,4,3,3
6076,1,4,3,4,3,3,4,4,2,4,4,4,4,4
6077,1,0,1,0,1,1,0,0,2,0,1,0,0,0
6078,1,1,1,0,1,1,0,0,2,1,1,1,0,1
6079,0,1,2,0,2,1,0,0,2,1,2,2,2,1
6080,1,1,2,1,3,1,2,0,2,2,2,2,2,2
6081,0,1,2,2,4,2,3,1,2,2,3,2,3,2
6082,0,2,2,2,4,3,3,1,2,3,4,2,3,2
6083,0,2,3,2,4,4,4,2,3,4,4,2,3,2
6084,0,3,3,3,4,4,4,3,4,4,4,2,3,3
6085,1,4,3,3,4,4,4,3,4,4,4,3,4,4
6086,0,1,1,1,1,1,0,1,0,0,0,2,0,0
6087,0,1,1,1,1,2,1,2,0,1,0,2,0,1
6089,1,2,1,1,1,2,2,2,0,2,3,2,0,3
6091,1,3,1,3,1,4,2,2,1,4,4,2,1,4
6092,0,4,3,3,2,4,2,2,3,4,4,3,1,4
6093,0,4,3,3,2,4,3,3,3,4,4,3,3,4
6095,1,0,1,0,0,0,0,0,1,0,2,1,0,0
6096,1,1,2,0,1,2,0,0,1,0,2,1,1,1
6097,1,2,2,0,1,2,1,0,1,1,2,1,2,2
6098,1,3,2,0,2,4,1,1,2,1,2,2,2,2
6099,0,3,2,1,3,4,1,1,2,2,2,2,3,3
6100,1,3,2,2,3,4,2,3,2,3,3,2,3,3
6102,1,4,3,3,3,4,4,4,3,4,4,2,4,4
6103,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6104,0,0,0,2,1,0,0,0,1,1,0,0,1,0
6105,0,0,1,2,1,0,1,2,2,1,0,0,2,0
6106,0,0,1,2,1,1,1,2,2,1,0,0,3,2
6107,1,1,1,3,1,1,2,2,2,1,0,1,4,2
6109,0,1,3,4,3,1,3,3,3,2,1,2,4,3
6110,0,2,3,4,3,1,3,3,3,2,1,4,4,4
6111,1,3,3,4,4,2,3,3,3,3,2,4,4,4
6112,1,4,4,4,4,2,3,4,4,4,2,4,4,4
6113,0,0,0,0,0,2,1,1,0,0,2,0,0,0
6114,0,1,1,0,1,2,1,2,2,0,2,0,1,0
6115,0,2,1,0,1,3,1,3,2,0,3,0,2,0
6116,0,2,2,1,3,3,2,3,3,0,3,1,2,0
6117,0,2,2,1,3,3,3,3,3,0,3,3,3,0
6118,1,2,2,2,3,3,3,4,3,0,3,4,3,2
6119,1,3,3,2,4,3,4,4,3,3,3,4,3,2
6120,1,3,3,4,4,4,4,4,3,4,4,4,3,3
6121,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6123,0,2,1,1,2,0,1,1,1,1,1,0,1,1
6125,1,2,1,2,3,0,2,1,1,3,1,2,3,1
6126,1,2,1,3,3,1,2,2,2,4,1,3,3,1
6127,0,2,3,3,4,2,2,4,2,4,1,3,4,1
6128,1,2,4,4,4,2,2,4,4,4,2,3,4,2
6129,1,3,4,4,4,2,3,4,4,4,3,3,4,3
6130,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6131,1,0,1,0,0,1,0,1,2,1,0,0,0,0
6132,0,1,2,0,0,1,2,2,2,1,1,0,0,0
6133,1,2,2,2,0,2,2,2,2,1,2,0,0,1
6134,1,2,2,2,0,2,3,2,3,2,2,1,0,2
6135,1,3,2,3,0,2,3,3,3,2,2,1,2,3
6136,1,3,2,3,2,2,3,3,4,4,2,1,2,3
6137,1,4,2,3,3,2,3,3,4,4,2,2,3,3
6138,0,4,4,3,3,3,3,4,4,4,3,2,4,3
6139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6140,0,0,0,2,0,0,0,0,0,0,1,0,0,2
6141,1,0,0,2,1,1,0,0,1,0,2,1,0,2
6142,0,0,1,3,1,1,0,1,2,0,2,2,0,3
6143,0,1,1,3,1,2,1,1,2,1,2,2,1,3
6144,0,2,1,4,2,3,2,1,2,2,2,2,1,3
6145,1,2,2,4,2,3,2,2,3,2,2,3,1,3
6146,0,2,3,4,3,3,3,3,3,2,3,3,2,3
6147,1,2,3,4,3,3,3,4,3,3,3,3,4,3
6148,0,4,3,4,4,3,4,4,4,4,4,3,4,3
6149,1,0,2,2,0,1,0,0,0,0,0,1,0,1
6150,1,0,3,2,1,1,0,2,1,1,0,1,0,1
6151,1,0,4,2,3,2,1,2,1,1,0,3,0,1
6152,1,0,4,2,3,3,2,2,3,1,0,3,0,2
6153,0,0,4,2,3,3,3,4,3,2,0,3,1,2
6154,0,0,4,3,3,4,3,4,3,2,2,3,2,2
6156,0,2,4,3,4,4,3,4,4,2,4,4,3,3
6157,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6158,1,1,0,0,0,0,1,0,0,0,0,0,0,2
6159,1,1,1,1,0,0,2,0,2,0,0,0,1,2
6160,1,1,1,1,0,2,2,1,2,0,1,0,2,2
6161,0,1,1,1,0,3,2,1,2,0,1,2,3,3
6162,1,1,2,2,1,3,2,1,2,1,1,3,3,3
6163,1,1,3,3,2,3,2,1,4,2,2,3,4,4
6164,0,2,3,3,2,4,3,2,4,3,2,3,4,4
6165,0,2,3,4,3,4,3,3,4,3,3,4,4,4
6166,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6167,0,0,0,1,1,0,0,0,0,1,0,1,0,1
6168,1,0,1,1,1,1,2,0,0,1,1,2,0,1
6169,1,1,2,1,1,1,2,1,0,1,1,2,1,1
6170,1,2,2,1,2,1,2,1,2,1,1,2,2,2
6171,0,2,2,2,2,2,2,1,3,2,1,3,2,2
6172,1,2,3,4,2,2,2,1,3,2,2,3,2,3
6173,0,2,4,4,4,2,3,3,3,2,3,3,2,3
6174,1,3,4,4,4,3,4,3,3,3,3,4,2,3
6175,1,3,4,4,4,4,4,4,4,4,3,4,2,4
6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6177,1,1,2,0,0,0,1,0,1,0,0,1,1,0
6178,1,1,2,0,0,1,1,1,1,0,0,3,2,0
6179,1,2,2,0,0,1,3,1,1,2,0,3,2,0
6180,0,3,2,0,0,2,4,1,2,2,0,3,3,0
6181,1,3,2,1,1,3,4,1,2,3,0,3,3,1
6182,0,4,3,1,2,4,4,3,2,3,0,4,3,1
6183,1,4,4,1,3,4,4,4,2,3,1,4,3,2
6184,0,4,4,2,4,4,4,4,3,3,3,4,3,3
6185,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6186,1,0,0,1,0,1,0,0,1,0,0,1,1,1
6188,1,0,1,2,1,1,1,1,2,2,1,2,1,2
6189,1,2,1,2,3,1,2,1,2,2,2,2,1,2
6190,0,3,1,2,3,1,2,2,2,2,3,3,1,2
6191,1,4,2,3,4,1,2,2,3,3,3,3,1,2
6192,1,4,2,3,4,3,3,2,4,3,4,3,2,2
6193,0,4,3,4,4,4,3,2,4,3,4,4,3,3
6194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6195,0,0,0,1,0,0,1,2,0,0,0,0,0,1
6196,0,0,0,1,0,2,1,2,0,1,0,1,0,2
6197,0,0,0,2,0,2,1,2,1,1,1,2,1,2
6198,1,0,0,2,1,2,1,3,1,1,2,3,2,2
6199,0,1,0,2,2,2,2,4,1,1,3,3,2,2
6200,0,1,1,2,3,2,2,4,2,1,3,4,3,2
6201,1,1,2,3,3,3,2,4,2,2,3,4,4,3
6202,0,3,3,3,3,3,2,4,3,3,3,4,4,4
6203,0,3,4,3,4,3,2,4,4,4,4,4,4,4
6204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
